# Phi	Z	lower	upper	k	lower	upper	var_S	like/unlike	lower	upper
6.936936936936936339e-03	1.084545322873594175e+00	1.084539940519447354e+00	1.084550495656654068e+00	3.527619523046468657e+03	3.526650857991935482e+03	3.528566475497941610e+03	1.626494152910914455e-09	9.776439099855408488e-01	9.774686880558967061e-01	9.778186031919248178e-01
7.567567567567566600e-03	1.092335925219933612e+00	1.092330048780806528e+00	1.092341585402585524e+00	3.181519770565204453e+03	3.180646975410094001e+03	3.182373886167469209e+03	1.931291562132432926e-09	9.749317545255921091e-01	9.747738985029285042e-01	9.750893470644228511e-01
8.198198198198197728e-03	1.100126525931022226e+00	1.100120155335856387e+00	1.100132663010812140e+00	2.835420052642251903e+03	2.834642409985598533e+03	2.836178344734055372e+03	2.263107662533760481e-09	9.722196033252159530e-01	9.720783975658466858e-01	9.723602318900657071e-01
8.828828828828828856e-03	1.107917125006784298e+00	1.107910260184550744e+00	1.107923745789884729e+00	2.489320369282266711e+03	2.488635980194851072e+03	2.489984746931422251e+03	2.621944734477078177e-09	9.695074563841645787e-01	9.693825308497656668e-01	9.696309074692499586e-01
9.459459459459458250e-03	1.115707722447160322e+00	1.115700361965645593e+00	1.115714813058156674e+00	2.143220720489906853e+03	2.142632397014363960e+03	2.143797451846447530e+03	3.007805060866917226e-09	9.667953137021820798e-01	9.666866645350500331e-01	9.669022925405407198e-01
1.009009009009008938e-02	1.123498318252079908e+00	1.123490458989983676e+00	1.123505880503666843e+00	1.797121106269841903e+03	1.796625523424540233e+03	1.797609500925936572e+03	3.420690927190849051e-09	9.640831752790193221e-01	9.639910720958351220e-01	9.641741256383399294e-01
1.072072072072072051e-02	1.131288912421469783e+00	1.131280553496116337e+00	1.131296944513061176e+00	1.451021526626728019e+03	1.450610864797685053e+03	1.451426183670045930e+03	3.860604621467755887e-09	9.613710411144251733e-01	9.612953490718080252e-01	9.614467154321663100e-01
1.135135135135134990e-02	1.139079504955268218e+00	1.139070659191407486e+00	1.139088026195351988e+00	1.104921981565231363e+03	1.104594362385452087e+03	1.105250571037289319e+03	4.327548434366062189e-09	9.586589112081467245e-01	9.585982298277369029e-01	9.587194103088828578e-01
1.198198198198198103e-02	1.146870095853404381e+00	1.146860758705631644e+00	1.146879113780845838e+00	7.588224710900096852e+02	7.585639272538434170e+02	7.590817115212323642e+02	4.821524659107613350e-09	9.559467855599309560e-01	9.558992905920453698e-01	9.559940547498448904e-01
1.261261261261261216e-02	1.154660685115812546e+00	1.154650849935263901e+00	1.154670179486692261e+00	4.127229952057210198e+02	4.125121605798004225e+02	4.129367601297454939e+02	5.342535591415434696e-09	9.532346641695290668e-01	9.531971743558115273e-01	9.532718862862632481e-01
1.324324324324324155e-02	1.162450998937154312e+00	1.162440725379808137e+00	1.162460939891617251e+00	6.663493205501495709e+01	6.642993806597769435e+01	6.684218938355375883e+01	5.892789333931529470e-09	9.505227284221704487e-01	9.504891218948464671e-01	9.505562200320009092e-01
1.387387387387387268e-02	1.162137635777002576e+00	1.162131840992353338e+00	1.162143223872478925e+00	5.826893780584922666e+01	5.826817164433816743e+01	5.826968984282518704e+01	6.158394622207191024e-09	9.530632579791381565e-01	9.530316191464517361e-01	9.530946187270809000e-01
1.450450450450450381e-02	1.161656423312660280e+00	1.161650956786944189e+00	1.161661685115485509e+00	5.689989758485523907e+01	5.689917693400398235e+01	5.690060239356331095e+01	6.164905877269025378e-09	9.557124398056654480e-01	9.556823606615574285e-01	9.557423560124931328e-01
1.513513513513513320e-02	1.161175211014107811e+00	1.161170080273548511e+00	1.161180143024772571e+00	5.553085740150462613e+01	5.553018385744304197e+01	5.553151711145449099e+01	6.199636729236481294e-09	9.583616217168453577e-01	9.583329600189918196e-01	9.583901410628106188e-01
1.576576576576576433e-02	1.160693998881332067e+00	1.160689167565110314e+00	1.160698615863376748e+00	5.416181725579848205e+01	5.416118863256588156e+01	5.416243455706056409e+01	6.262588013405255677e-09	9.610108037127065295e-01	9.609834964260588475e-01	9.610378998145302498e-01
1.639639639639639546e-02	1.160212786914327054e+00	1.160208275669526889e+00	1.160217130115608786e+00	5.279277714773748187e+01	5.279219403528966836e+01	5.279334807803390106e+01	6.353760566901458812e-09	9.636599857932766078e-01	9.636338359905717299e-01	9.636859683637839513e-01
1.702702702702702658e-02	1.159731575113078783e+00	1.159727382643696902e+00	1.159735624024058609e+00	5.142373707732249954e+01	5.142320307076890629e+01	5.142426087828764736e+01	6.473155228677467715e-09	9.663091679585863458e-01	9.662840082524907226e-01	9.663341510457224004e-01
1.765765765765765771e-02	1.159250363477582813e+00	1.159246489380022282e+00	1.159254100113937591e+00	5.005469704455448010e+01	5.005420978688685807e+01	5.005517566086841441e+01	6.620772839785917298e-09	9.689583502086687172e-01	9.689339099389869814e-01	9.689824211068092108e-01
1.828828828828828537e-02	1.158769152007826042e+00	1.158765589528687912e+00	1.158772584677416173e+00	4.868565704943413408e+01	4.868521302245594740e+01	4.868609553585531557e+01	6.796614243014713541e-09	9.716075325435510335e-01	9.715839004073145713e-01	9.716310169271246133e-01
1.891891891891891650e-02	1.158287940703798702e+00	1.158284659588843413e+00	1.158291103855451532e+00	4.731661709196243493e+01	4.731621026709519384e+01	4.731701534405144116e+01	7.000680282882458361e-09	9.742567149632644918e-01	9.742337563699489111e-01	9.742794458063849250e-01
1.954954954954954763e-02	1.157806729565494797e+00	1.157803722598933494e+00	1.157809622074907896e+00	4.594757717214004344e+01	4.594721106231811092e+01	4.594793530565412709e+01	7.232971805951258708e-09	9.769058974678365148e-01	9.768832789967832886e-01	9.769283710330985970e-01
2.018018018018017876e-02	1.157325518592899005e+00	1.157322736495852933e+00	1.157328202921283911e+00	4.457853728996790466e+01	4.457820216852814355e+01	4.457886012325428027e+01	7.493489660708180006e-09	9.795550800573002981e-01	9.795325571269851705e-01	9.795773251573622886e-01
2.081081081081080988e-02	1.156844307786009995e+00	1.156841749034051459e+00	1.156846812646330269e+00	4.320949744544687121e+01	4.320919439311125387e+01	4.320978895638797468e+01	7.782234697226132707e-09	9.822042627316837082e-01	9.821817312387528531e-01	9.822268090736374635e-01
2.144144144144144101e-02	1.156363097144808005e+00	1.156360696798428789e+00	1.156365445805795256e+00	4.184045763857777445e+01	4.184018015806368851e+01	4.184072781662826657e+01	8.099207767706354706e-09	9.848534454910190528e-01	9.848306455224395961e-01	9.848762480420822918e-01
2.207207207207207214e-02	1.155881886669291925e+00	1.155879552246872777e+00	1.155884125588592770e+00	4.047141786936143859e+01	4.047115700125917925e+01	4.047167736680813022e+01	8.444409726117126976e-09	9.875026283353340872e-01	9.874793582577032769e-01	9.875262696246893679e-01
2.270270270270269980e-02	1.155400676359451317e+00	1.155398425884889946e+00	1.155402832945119806e+00	3.910237813779879446e+01	3.910212564167711236e+01	3.910262798203788037e+01	8.817841428326190294e-09	9.901518112646590097e-01	9.901279320256409777e-01	9.901764813179058100e-01
2.333333333333333093e-02	1.154919466215271306e+00	1.154917201671862736e+00	1.154921595221372055e+00	3.773333844389050995e+01	3.773308228840017620e+01	3.773359254107730010e+01	9.219503731935750832e-09	9.928009942790231301e-01	9.927763529338040627e-01	9.928260977702528800e-01
2.396396396396396206e-02	1.154438256236750115e+00	1.154435959873527651e+00	1.154440463953340323e+00	3.636429878763750168e+01	3.636403086225845271e+01	3.636456783137280269e+01	9.649397496736051412e-09	9.954501773784599772e-01	9.954247000539467871e-01	9.954762771906771057e-01
2.459459459459459318e-02	1.153957046423867983e+00	1.153954671287138689e+00	1.153959368856172896e+00	3.499525916904075729e+01	3.499496950133151785e+01	3.499554829529650846e+01	1.010752358398645229e-08	9.980993605629961962e-01	9.980727238197993900e-01	9.981265749217372862e-01
2.522522522522522431e-02	1.153475836776624686e+00	1.153473305101335500e+00	1.153478303052814846e+00	3.362621958810092337e+01	3.362590308185321675e+01	3.362653745831101304e+01	1.059388285718969869e-08	1.000748543832662873e+00	1.000720309132501651e+00	1.000777242459641503e+00
2.585585585585585544e-02	1.152994627295006680e+00	1.152991893337948381e+00	1.152997301309961253e+00	3.225718004481888812e+01	3.225683056174253949e+01	3.225753493491187385e+01	1.110847618145237119e-08	1.003397727187489652e+00	1.003368191330252346e+00	1.003427850013966616e+00
2.648648648648648310e-02	1.154095787315438049e+00	1.154093645136061941e+00	1.154097891548696575e+00	3.135679613803302956e+01	3.135648127602278379e+01	3.135710683622793837e+01	1.204035662702741693e-08	1.004628473646546283e+00	1.004599280166796449e+00	1.004658241258848284e+00
2.711711711711711423e-02	1.156076010616869709e+00	1.156073982876602901e+00	1.156078003266054921e+00	3.071678134871606147e+01	3.071649093000473485e+01	3.071706707234851308e+01	1.205280878809223453e-08	1.005071196063543670e+00	1.005043600125206549e+00	1.005099427419936964e+00
2.774774774774774536e-02	1.158056233968803861e+00	1.158054317205923667e+00	1.158058137445162616e+00	3.007676658757306853e+01	3.007650334064697617e+01	3.007702754465694639e+01	1.209640794934320512e-08	1.005513918846869359e+00	1.005487447276818935e+00	1.005540692061824837e+00
2.837837837837837648e-02	1.160036457371242058e+00	1.160034637546165426e+00	1.160038259379085446e+00	2.943675185460693555e+01	2.943651291019013883e+01	2.943699026070318681e+01	1.217115505730081443e-08	1.005956641996477163e+00	1.005931499068644985e+00	1.005982187916241610e+00
2.900900900900900761e-02	1.162016680824174530e+00	1.162014942091753378e+00	1.162018385506676799e+00	2.879673714982047983e+01	2.879652064664059807e+01	2.879695283677835604e+01	1.227705106059493319e-08	1.006399365512325339e+00	1.006375425123504419e+00	1.006423781879996371e+00
2.963963963963963874e-02	1.163996904327606829e+00	1.163995240744337023e+00	1.163998537812257261e+00	2.815672247321636945e+01	2.815652879982170020e+01	2.815691412908783775e+01	1.241409690997067196e-08	1.006842089394366591e+00	1.006819248994496929e+00	1.006865058948757774e+00
3.027027027027026640e-02	1.165977127881533848e+00	1.165975526743978419e+00	1.165978709255992785e+00	2.751670782479735422e+01	2.751653506827821261e+01	2.751687868715193730e+01	1.258229355878636032e-08	1.007284813642562060e+00	1.007262972768485865e+00	1.007306670707338814e+00
3.090090090090089753e-02	1.167957351485950035e+00	1.167955782410188492e+00	1.167958870300658925e+00	2.687669320456627986e+01	2.687654032615294497e+01	2.687684558216099973e+01	1.278164196227514266e-08	1.007727538256864230e+00	1.007706654937707391e+00	1.007748284138632044e+00
3.153153153153152866e-02	1.169937575140859387e+00	1.169936050455384402e+00	1.169939060830904376e+00	2.623667861252581801e+01	2.623654229231667756e+01	2.623681387128180376e+01	1.301214307809559260e-08	1.008170263237229580e+00	1.008150079088819595e+00	1.008190251759942591e+00
3.216216216216215978e-02	1.171917798846253911e+00	1.171916298415045521e+00	1.171919264729975430e+00	2.559666404867873979e+01	2.559654046905488656e+01	2.559678627017794028e+01	1.327379786616415426e-08	1.008612988583614589e+00	1.008593398255744678e+00	1.008632288462249837e+00
3.279279279279279091e-02	1.173898022602133828e+00	1.173896512277288862e+00	1.173899497274554893e+00	2.495664951302779144e+01	2.495653257520448776e+01	2.495676490864394736e+01	1.356660728858142731e-08	1.009055714295974404e+00	1.009036782941692412e+00	1.009074638307139615e+00
3.342342342342342204e-02	1.175878246408496253e+00	1.175876716568595715e+00	1.175879728376371336e+00	2.431663500557577962e+01	2.431652024661650202e+01	2.431674838869846056e+01	1.389057230969147413e-08	1.009498440374268835e+00	1.009479716590544696e+00	1.009517040268446353e+00
3.405405405405405317e-02	1.177858470265339630e+00	1.177856918505272521e+00	1.177859998496334937e+00	2.367662052632542213e+01	2.367650060584880833e+01	2.367673932390452762e+01	1.424569389591485011e-08	1.009941166818450586e+00	1.009922621350860306e+00	1.009959744503240220e+00
3.468468468468468430e-02	1.179838694172660629e+00	1.179837087724856737e+00	1.179840267550142707e+00	2.303660607527946524e+01	2.303647537147722701e+01	2.303673505022669232e+01	1.463197301647703704e-08	1.010383893628475249e+00	1.010365392629687165e+00	1.010402582373225666e+00
3.531531531531531543e-02	1.181818918130456142e+00	1.181817246682250300e+00	1.181820555308211951e+00	2.239659165244077599e+01	2.239644666301987286e+01	2.239673534630538043e+01	1.504941064217341954e-08	1.010826620804301745e+00	1.010807759852409005e+00	1.010845581116506686e+00
3.594594594594594655e-02	1.183799142138726390e+00	1.183797406372088856e+00	1.183800852846533358e+00	2.175657725781194785e+01	2.175641412691303245e+01	2.175673905638013039e+01	1.549800774640400685e-08	1.011269348345883667e+00	1.011249896014202898e+00	1.011288884893280171e+00
3.657657657657657074e-02	1.185779366197466711e+00	1.185777557239769076e+00	1.185781170078849645e+00	2.111656289139585496e+01	2.111637905842935936e+01	2.111674516365001253e+01	1.597776530462386567e-08	1.011712076253180159e+00	1.011691881960893991e+00	1.011732273443779029e+00
3.720720720720720187e-02	1.187759590306678659e+00	1.187757686474584018e+00	1.187761473622108710e+00	2.047654855319522227e+01	2.047634361016010374e+01	2.047675319334696198e+01	1.648868429480593100e-08	1.012154804526145702e+00	1.012133865943700917e+00	1.012175814559843623e+00
3.783783783783783300e-02	1.189739814466350465e+00	1.189737799401369367e+00	1.189741794917737794e+00	1.983653424321277114e+01	1.983630707830305440e+01	1.983676099952835514e+01	1.703076569700616390e-08	1.012597533164735664e+00	1.012575699285205522e+00	1.012619373174745929e+00
3.846846846846846413e-02	1.191720038676489457e+00	1.191717922058834978e+00	1.191722124875289390e+00	1.919651996145137574e+01	1.919626762419733979e+01	1.919677235128179404e+01	1.760401049357648102e-08	1.013040262168906969e+00	1.013017235845014685e+00	1.013063227168327307e+00
3.909909909909909526e-02	1.194198408227988617e+00	1.194196367321638697e+00	1.194200390414248858e+00	1.887412673629387783e+01	1.887400948226984099e+01	1.887424154527511533e+01	1.883955889985697250e-08	1.013212959488754228e+00	1.013191290758503005e+00	1.013234703694141814e+00
3.972972972972972638e-02	1.196703621734404477e+00	1.196701679585323586e+00	1.196705490524583526e+00	1.856884599219796783e+01	1.856873824511316329e+01	1.856895128932511696e+01	1.886570209135391217e-08	1.013371097268565446e+00	1.013350607341584997e+00	1.013391707753135140e+00
4.036036036036035751e-02	1.199208835252904448e+00	1.199206981665878358e+00	1.199210620598080146e+00	1.826356525702320965e+01	1.826346621766229816e+01	1.826366236626961737e+01	1.892091200059527513e-08	1.013529235308402443e+00	1.013509505899791829e+00	1.013548786367087118e+00
4.099099099099098864e-02	1.201714048783490973e+00	1.201712261023209383e+00	1.201715766643572492e+00	1.795828453076947540e+01	1.795819415676820086e+01	1.795837345020224518e+01	1.900518863997954583e-08	1.013687373608373576e+00	1.013668526893775290e+00	1.013706085444009863e+00
4.162162162162161977e-02	1.204219262326178264e+00	1.204217537236066615e+00	1.204220917554752690e+00	1.765300381343666558e+01	1.765292191365211849e+01	1.765308510465809277e+01	1.911853202364002157e-08	1.013845512168597862e+00	1.013827456019393836e+00	1.013863354263736749e+00
4.225225225225225090e-02	1.206724475880971648e+00	1.206722789895910308e+00	1.206726095750792815e+00	1.734772310502473047e+01	1.734764859996516506e+01	1.734779720692013782e+01	1.926094216804019057e-08	1.014003650989182770e+00	1.013986352527604273e+00	1.014020801412944595e+00
4.288288288288288203e-02	1.209229689447877121e+00	1.209228032563043120e+00	1.209231299735575638e+00	1.704244240553356349e+01	1.704237364675635646e+01	1.704251056407219167e+01	1.943241909205300238e-08	1.014161790070242430e+00	1.014144966565696082e+00	1.014178345361878453e+00
4.351351351351351315e-02	1.211734903026903787e+00	1.211733252417959372e+00	1.211736505370826444e+00	1.673716171496311844e+01	1.673709847268824902e+01	1.673722441567920427e+01	1.963296281665296807e-08	1.014319929411884535e+00	1.014303656214047500e+00	1.014336013669496550e+00
4.414414414414414428e-02	1.214240116618054088e+00	1.214238462772333271e+00	1.214241740356859056e+00	1.643188103331328875e+01	1.643182024538179320e+01	1.643194011977226765e+01	1.986257336521263173e-08	1.014478069014230099e+00	1.014462216040390885e+00	1.014493663743873286e+00
4.477477477477476847e-02	1.216745330221342236e+00	1.216743638585605192e+00	1.216746989603233908e+00	1.612660036058396429e+01	1.612654076945696247e+01	1.612665851402568862e+01	2.012125076333281310e-08	1.014636208877383483e+00	1.014620432049751830e+00	1.014651722610999451e+00
4.540540540540539960e-02	1.219250543836768674e+00	1.219248802513492658e+00	1.219252246940856654e+00	1.582131969677509531e+01	1.582125907864782022e+01	1.582137844770686819e+01	2.040899503887099314e-08	1.014794349001462814e+00	1.014778502116289172e+00	1.014809909188421067e+00
4.603603603603603073e-02	1.221755757464348058e+00	1.221753955331828179e+00	1.221757517440119623e+00	1.551603904188657346e+01	1.551597632153245243e+01	1.551610058564167005e+01	2.072580622197353105e-08	1.014952489386576895e+00	1.014936441656580035e+00	1.014968502335256817e+00
4.666666666666666186e-02	1.224260971104078388e+00	1.224259102619025263e+00	1.224262816613572502e+00	1.521075839591831702e+01	1.521069123539512269e+01	1.521082470859654556e+01	2.107168434487359728e-08	1.015110630032836747e+00	1.015094386328524223e+00	1.015127033622140074e+00
4.729729729729729298e-02	1.226766184755974320e+00	1.226764228482078112e+00	1.226768110659473443e+00	1.490547775887026027e+01	1.490540403130480307e+01	1.490554880701112062e+01	2.144662944250323753e-08	1.015268770940358722e+00	1.015252022770496421e+00	1.015285764354032505e+00
4.792792792792792411e-02	1.229271398420039851e+00	1.229269355296237709e+00	1.229273425216701687e+00	1.460019713074230729e+01	1.460011661895039481e+01	1.460027468222013347e+01	2.185064155138129465e-08	1.015426912109252733e+00	1.015409499633556534e+00	1.015444758334510533e+00
4.855855855855855524e-02	1.231776612096283641e+00	1.231774481608931771e+00	1.231778745914770878e+00	1.429491651153435150e+01	1.429482900727195549e+01	1.429500182949577969e+01	2.228372071108328205e-08	1.015585053539630023e+00	1.015566930695094738e+00	1.015603715101002891e+00
4.918918918918918637e-02	1.234281825784713016e+00	1.234279573450211220e+00	1.234284074588963831e+00	1.398963590124634138e+01	1.398953905089291361e+01	1.398972970876067023e+01	2.274586696290426283e-08	1.015743195231606499e+00	1.015724188833367014e+00	1.015762718750924831e+00
4.981981981981981750e-02	1.236787039485335971e+00	1.236784662742730134e+00	1.236789408803148582e+00	1.368435529987817034e+01	1.368425006977426328e+01	1.368445813405495315e+01	2.323708035067174000e-08	1.015901337185292297e+00	1.015881244247680559e+00	1.015921920351511520e+00
5.045045045045044863e-02	1.239292253198156724e+00	1.239289755278168759e+00	1.239294743889543193e+00	1.337907470742974070e+01	1.337896055203538204e+01	1.337918643556827902e+01	2.375736092010842633e-08	1.016059479400797994e+00	1.016038275185241035e+00	1.016081521738782190e+00
5.108108108108107975e-02	1.242103874066686986e+00	1.242101464182710169e+00	1.242106278161589916e+00	1.318183530888952504e+01	1.318174992286950875e+01	1.318192094809850268e+01	2.535619508418857811e-08	1.016150873583381964e+00	1.016130617158655713e+00	1.016171750949028230e+00
5.171171171171171088e-02	1.244951508794045258e+00	1.244949236913730273e+00	1.244953781288780315e+00	1.299729362964352752e+01	1.299721383081067216e+01	1.299737339426035376e+01	2.539946934717749222e-08	1.016234376534992156e+00	1.016215114592069702e+00	1.016254011949476954e+00
5.234234234234234201e-02	1.247799143589009674e+00	1.247796982895712281e+00	1.247801318928757786e+00	1.281275195653749499e+01	1.281267791074429319e+01	1.281282614032561895e+01	2.547236478893727180e-08	1.016317879761893916e+00	1.016299433989987344e+00	1.016336719442027636e+00
5.297297297297296620e-02	1.250646778451581564e+00	1.250644712766812772e+00	1.250648844722640707e+00	1.262821028957163172e+01	1.262814150735270680e+01	1.262827914927218131e+01	2.557488178379451710e-08	1.016401383264045277e+00	1.016383445683602282e+00	1.016419578082884634e+00
5.360360360360359733e-02	1.253494413381747385e+00	1.253492404915227620e+00	1.253496406820216791e+00	1.244366862874619706e+01	1.244360491379380029e+01	1.244373255536000045e+01	2.570702070840327307e-08	1.016484887041393836e+00	1.016467220169428032e+00	1.016502761186054205e+00
5.423423423423422846e-02	1.256342048379507137e+00	1.256340098042097342e+00	1.256344018840344523e+00	1.225912697406143437e+01	1.225906681039694490e+01	1.225918763641764286e+01	2.586878194300331334e-08	1.016568391093896073e+00	1.016550966470060491e+00	1.016586075021346902e+00
5.486486486486485958e-02	1.259189683444849717e+00	1.259187767804050839e+00	1.259191631749922768e+00	1.207458532551757457e+01	1.207452793503410327e+01	1.207464336757968226e+01	2.606016586984443729e-08	1.016651895421503360e+00	1.016634410989542214e+00	1.016669578994989109e+00
5.549549549549549071e-02	1.262037318577766243e+00	1.262035406782312519e+00	1.262039249908183836e+00	1.189004368311484505e+01	1.188998859003539543e+01	1.189009909040654911e+01	2.628117287414862665e-08	1.016735400024171732e+00	1.016717781444420821e+00	1.016753463642768640e+00
5.612612612612612184e-02	1.264884953778259380e+00	1.264883025952281193e+00	1.264886898888413880e+00	1.170550204685350693e+01	1.170544826045096265e+01	1.170555607729060732e+01	2.653180334437278455e-08	1.016818904901853671e+00	1.016800811333747889e+00	1.016837423238031723e+00
5.675675675675675297e-02	1.267732589046312475e+00	1.267730627284120226e+00	1.267734562281884525e+00	1.152096041673378046e+01	1.152090665085414578e+01	1.152101418376042652e+01	2.681205767110701366e-08	1.016902410054501660e+00	1.016883576657754862e+00	1.016921399585410057e+00
5.738738738738738410e-02	1.270580224381921530e+00	1.270578205269158101e+00	1.270582264005960305e+00	1.133641879275595166e+01	1.133636358604638517e+01	1.133647361007016485e+01	2.712193624801196070e-08	1.016985915482068847e+00	1.016966179870320675e+00	1.017005861692939606e+00
5.801801801801801522e-02	1.273427859785082994e+00	1.273425754277916155e+00	1.273429962136649385e+00	1.115187717492016972e+01	1.115182027977036050e+01	1.115193387768371025e+01	2.746143947212504204e-08	1.017069421184508826e+00	1.017048541187777433e+00	1.017090356841747312e+00
5.864864864864864635e-02	1.276275495255787318e+00	1.276273282026107569e+00	1.276277693519759282e+00	1.096733556322676684e+01	1.096727541128681338e+01	1.096739465091390997e+01	2.783056774176441765e-08	1.017152927161775411e+00	1.017130878637809710e+00	1.017175043990041772e+00
5.927927927927927748e-02	1.279123130794024954e+00	1.279120809669056058e+00	1.279125418190860675e+00	1.078279395767592774e+01	1.078272989271075843e+01	1.078285639970875032e+01	2.822932145980167824e-08	1.017236433413820196e+00	1.017213193789539449e+00	1.017259903557924838e+00
5.990990990990990861e-02	1.281970766399792128e+00	1.281968334547440636e+00	1.281973179191066459e+00	1.059825235826791001e+01	1.059818364668416812e+01	1.059831907455115285e+01	2.865770103039528256e-08	1.017319939940597884e+00	1.017295229054400618e+00	1.017344696187527209e+00
6.054054054054053280e-02	1.284818402073086840e+00	1.284815831342119408e+00	1.284820947259508683e+00	1.041371076500295345e+01	1.041363762268892934e+01	1.041378197031791686e+01	2.911570686141154300e-08	1.017403446742062290e+00	1.017377346224128010e+00	1.017429583285201167e+00
6.117117117117116393e-02	1.287666037813893993e+00	1.287663305750091247e+00	1.287668739748202951e+00	1.022916917788127300e+01	1.022909116363715398e+01	1.022924644630588098e+01	2.960333936321592281e-08	1.017486953818165452e+00	1.017459251348532767e+00	1.017514699668688349e+00
6.180180180180179506e-02	1.290513673622213364e+00	1.290510773951317525e+00	1.290516526533100450e+00	1.004462759690316886e+01	1.004454392490253056e+01	1.004471079439563219e+01	3.012059894881093041e-08	1.017570461168862739e+00	1.017541093208149006e+00	1.017599975740532070e+00
6.243243243243242618e-02	1.293480475529138252e+00	1.293477591780958225e+00	1.293483335166125903e+00	9.885704804519699351e+00	9.885627984506475840e+00	9.885780183299161195e+00	3.233109116882201034e-08	1.017649235495773130e+00	1.017619658712148656e+00	1.017678913614826097e+00
6.306306306306305731e-02	1.296609504723612583e+00	1.296606762773280241e+00	1.296612205874881463e+00	9.761659022354862714e+00	9.761586266863632844e+00	9.761730425182815196e+00	3.233016003403613007e-08	1.017721630285491230e+00	1.017693815915214239e+00	1.017749533221645075e+00
6.369369369369369538e-02	1.299738533926109607e+00	1.299735911512909903e+00	1.299741096143862240e+00	9.637613242192253793e+00	9.637545008907089539e+00	9.637680836517565908e+00	3.236129872606624979e-08	1.017794025098889055e+00	1.017767876890279144e+00	1.017820292732803722e+00
6.432432432432431957e-02	1.302867563136629325e+00	1.302865076786385190e+00	1.302870004848615704e+00	9.513567464032172794e+00	9.513502400357650046e+00	9.513631291985721106e+00	3.242450755187411187e-08	1.017866419936002353e+00	1.017842165402714549e+00	1.017891225646786690e+00
6.495495495495494376e-02	1.305996592355170627e+00	1.305994208976743565e+00	1.305998940813703824e+00	9.389521687874971434e+00	9.389459567162418807e+00	9.389582290084776517e+00	3.251978682005791314e-08	1.017938814796864655e+00	1.017916021878765509e+00	1.017962071311135475e+00
6.558558558558558182e-02	1.309125621581729293e+00	1.309123332109822346e+00	1.309127897456153988e+00	9.265475913720974788e+00	9.265416888824354658e+00	9.265533705848469026e+00	3.264713684137741890e-08	1.018011209681516371e+00	1.017989842599573258e+00	1.018032920019763754e+00
